state_name,district_name,crop_year,season,crop,area_,production_
Andhra Pradesh,ANANTAPUR,2008,Rabi,Bajra,26.0,35
Andhra Pradesh,ANANTAPUR,2008,Rabi,Gram,73055.0,68379
Andhra Pradesh,ANANTAPUR,2008,Rabi,Groundnut,16879.0,24897
Andhra Pradesh,ANANTAPUR,2008,Rabi,Horse-gram,205.0,136
Andhra Pradesh,ANANTAPUR,2008,Rabi,Jowar,12501.0,6951
Andhra Pradesh,ANANTAPUR,2008,Rabi,Linseed,14.0,5
Andhra Pradesh,ANANTAPUR,2008,Rabi,Maize,3658.0,32300
Andhra Pradesh,ANANTAPUR,2008,Rabi,Onion,173.0,4129
Andhra Pradesh,ANANTAPUR,2008,Rabi,Ragi,336.0,630
Andhra Pradesh,ANANTAPUR,2008,Rabi,Rice,18416.0,49815
Andhra Pradesh,ANANTAPUR,2008,Rabi,Safflower,113.0,44
Andhra Pradesh,ANANTAPUR,2008,Rabi,Wheat,164.0,217
Andhra Pradesh,ANANTAPUR,2008,Whole Year,Arecanut,325.0,232
Andhra Pradesh,ANANTAPUR,2008,Whole Year,Banana,3603.0,160939
Andhra Pradesh,ANANTAPUR,2008,Whole Year,Coconut,786.0,7141464
Andhra Pradesh,ANANTAPUR,2008,Whole Year,Coriander,3766.0,1288
Andhra Pradesh,ANANTAPUR,2008,Whole Year,Sugarcane,131.0,12305
Andhra Pradesh,ANANTAPUR,2008,Whole Year,Sunflower,42268.0,26305
Andhra Pradesh,ANANTAPUR,2008,Whole Year,Tobacco,99.0,158
Andhra Pradesh,ANANTAPUR,2008,Whole Year,Turmeric,4.0,40
Andhra Pradesh,ANANTAPUR,2009,Kharif,Arhar/Tur,20269.0,5919
Andhra Pradesh,ANANTAPUR,2009,Kharif,Bajra,1722.0,3167
Andhra Pradesh,ANANTAPUR,2009,Kharif,Castor seed,1332.0,663
Andhra Pradesh,ANANTAPUR,2009,Kharif,Cotton(lint),2063.0,1226
Andhra Pradesh,ANANTAPUR,2009,Kharif,Dry chillies,1604.0,4031
Andhra Pradesh,ANANTAPUR,2009,Kharif,Groundnut,510874.0,113925
Andhra Pradesh,ANANTAPUR,2009,Kharif,Horse-gram,5848.0,3982
Andhra Pradesh,ANANTAPUR,2009,Kharif,Jowar,41409.0,25881
Andhra Pradesh,ANANTAPUR,2009,Kharif,Maize,8852.0,43924
Andhra Pradesh,ANANTAPUR,2009,Kharif,Moong(Green Gram),448.0,115
Andhra Pradesh,ANANTAPUR,2009,Kharif,Onion,1663.0,29811
Andhra Pradesh,ANANTAPUR,2009,Kharif,Other Kharif pulses,57.0,17
Andhra Pradesh,ANANTAPUR,2009,Kharif,Ragi,2420.0,3780
Andhra Pradesh,ANANTAPUR,2009,Kharif,Rice,32226.0,101512
Andhra Pradesh,ANANTAPUR,2009,Kharif,Small millets,1045.0,63
Andhra Pradesh,ANANTAPUR,2009,Kharif,Soyabean,24.0,20
Andhra Pradesh,ANANTAPUR,2009,Kharif,Urad,30.0,9
Andhra Pradesh,ANANTAPUR,2009,Rabi,Arhar/Tur,316.0,92
Andhra Pradesh,ANANTAPUR,2009,Rabi,Bajra,45.0,83
Andhra Pradesh,ANANTAPUR,2009,Rabi,Gram,92936.0,107248
Andhra Pradesh,ANANTAPUR,2009,Rabi,Groundnut,19507.0,28051
Andhra Pradesh,ANANTAPUR,2009,Rabi,Horse-gram,4935.0,3420
Andhra Pradesh,ANANTAPUR,2009,Rabi,Jowar,17721.0,14283
Andhra Pradesh,ANANTAPUR,2009,Rabi,Maize,4615.0,33736
Andhra Pradesh,ANANTAPUR,2009,Rabi,Moong(Green Gram),8.0,3
Andhra Pradesh,ANANTAPUR,2009,Rabi,Onion,230.0,5665
Andhra Pradesh,ANANTAPUR,2009,Rabi,Ragi,1122.0,2458
Andhra Pradesh,ANANTAPUR,2009,Rabi,Rapeseed &Mustard,8.0,NA
Andhra Pradesh,ANANTAPUR,2009,Rabi,Rice,19428.0,46899
Andhra Pradesh,ANANTAPUR,2009,Rabi,Safflower,46.0,20
Andhra Pradesh,ANANTAPUR,2009,Rabi,Urad,17.0,13
Andhra Pradesh,ANANTAPUR,2009,Rabi,Wheat,179.0,97
Andhra Pradesh,ANANTAPUR,2009,Whole Year,Arecanut,356.0,169
Andhra Pradesh,ANANTAPUR,2009,Whole Year,Banana,5010.0,265981
Andhra Pradesh,ANANTAPUR,2009,Whole Year,Coconut,725.0,4247685
Andhra Pradesh,ANANTAPUR,2009,Whole Year,Coriander,4470.0,1797
Andhra Pradesh,ANANTAPUR,2009,Whole Year,Sugarcane,112.0,9968
Andhra Pradesh,ANANTAPUR,2009,Whole Year,Sunflower,55286.0,33503
Andhra Pradesh,ANANTAPUR,2009,Whole Year,Sweet potato,13.0,77
Andhra Pradesh,ANANTAPUR,2009,Whole Year,Tobacco,700.0,1179
Andhra Pradesh,ANANTAPUR,2010,Kharif,Arhar/Tur,66013.0,11156
Andhra Pradesh,ANANTAPUR,2010,Kharif,Bajra,2010.0,1465
Andhra Pradesh,ANANTAPUR,2010,Kharif,Castor seed,4328.0,3795
Andhra Pradesh,ANANTAPUR,2010,Kharif,Cotton(lint),4338.0,2977
Andhra Pradesh,ANANTAPUR,2010,Kharif,Dry chillies,1968.0,7307
Andhra Pradesh,ANANTAPUR,2010,Kharif,Groundnut,814077.0,446928
Andhra Pradesh,ANANTAPUR,2010,Kharif,Horse-gram,655.0,317
Andhra Pradesh,ANANTAPUR,2010,Kharif,Jowar,2606.0,2069
Andhra Pradesh,ANANTAPUR,2010,Kharif,Maize,10726.0,51174
Andhra Pradesh,ANANTAPUR,2010,Kharif,Mesta,32.0,286
Andhra Pradesh,ANANTAPUR,2010,Kharif,Moong(Green Gram),791.0,251
Andhra Pradesh,ANANTAPUR,2010,Kharif,Onion,1620.0,26924
Andhra Pradesh,ANANTAPUR,2010,Kharif,Other Kharif pulses,1.0,NA
Andhra Pradesh,ANANTAPUR,2010,Kharif,Ragi,1876.0,3343
Andhra Pradesh,ANANTAPUR,2010,Kharif,Rice,34973.0,102007
Andhra Pradesh,ANANTAPUR,2010,Kharif,Small millets,371.0,345
Andhra Pradesh,ANANTAPUR,2010,Kharif,Soyabean,1682.0,2866
Andhra Pradesh,ANANTAPUR,2010,Kharif,Urad,14.0,6
Andhra Pradesh,ANANTAPUR,2010,Rabi,Bajra,5.0,4
Andhra Pradesh,ANANTAPUR,2010,Rabi,Gram,94240.0,73601
Andhra Pradesh,ANANTAPUR,2010,Rabi,Groundnut,19993.0,34068
Andhra Pradesh,ANANTAPUR,2010,Rabi,Horse-gram,1527.0,860
Andhra Pradesh,ANANTAPUR,2010,Rabi,Jowar,13274.0,8296
Andhra Pradesh,ANANTAPUR,2010,Rabi,Maize,4750.0,43306
Andhra Pradesh,ANANTAPUR,2010,Rabi,Moong(Green Gram),83.0,29
Andhra Pradesh,ANANTAPUR,2010,Rabi,Onion,306.0,8233
Andhra Pradesh,ANANTAPUR,2010,Rabi,Ragi,556.0,831
Andhra Pradesh,ANANTAPUR,2010,Rabi,Rice,24828.0,69394
Andhra Pradesh,ANANTAPUR,2010,Rabi,Safflower,45.0,31
Andhra Pradesh,ANANTAPUR,2010,Rabi,Urad,559.0,299
Andhra Pradesh,ANANTAPUR,2010,Rabi,Wheat,131.0,171
Andhra Pradesh,ANANTAPUR,2010,Whole Year,Arecanut,409.0,182
Andhra Pradesh,ANANTAPUR,2010,Whole Year,Banana,4416.0,223825
Andhra Pradesh,ANANTAPUR,2010,Whole Year,Coriander,5323.0,3604
Andhra Pradesh,ANANTAPUR,2010,Whole Year,Potato,21.0,236
Andhra Pradesh,ANANTAPUR,2010,Whole Year,Sugarcane,235.0,20981
Andhra Pradesh,ANANTAPUR,2010,Whole Year,Sunflower,17615.0,14072
Andhra Pradesh,ANANTAPUR,2010,Whole Year,Sweet potato,4.0,51
Andhra Pradesh,ANANTAPUR,2010,Whole Year,Tobacco,174.0,282
Andhra Pradesh,ANANTAPUR,2010,Whole Year,Turmeric,13.0,102
Andhra Pradesh,ANANTAPUR,2011,Kharif,Arhar/Tur,51728.0,4293
Andhra Pradesh,ANANTAPUR,2011,Kharif,Bajra,2614.0,3307
Andhra Pradesh,ANANTAPUR,2011,Kharif,Castor seed,30203.0,1843
Andhra Pradesh,ANANTAPUR,2011,Kharif,Cotton(lint),19299.0,12069
Andhra Pradesh,ANANTAPUR,2011,Kharif,Cowpea(Lobia),846.0,150
Andhra Pradesh,ANANTAPUR,2011,Kharif,Dry chillies,4101.0,10425
Andhra Pradesh,ANANTAPUR,2011,Kharif,Groundnut,733960.0,174682
Andhra Pradesh,ANANTAPUR,2011,Kharif,Horse-gram,1212.0,645
Andhra Pradesh,ANANTAPUR,2011,Kharif,Jowar,7190.0,7535
Andhra Pradesh,ANANTAPUR,2011,Kharif,Maize,25447.0,63465
Andhra Pradesh,ANANTAPUR,2011,Kharif,Mesta,15.0,117
Andhra Pradesh,ANANTAPUR,2011,Kharif,Moong(Green Gram),785.0,504
Andhra Pradesh,ANANTAPUR,2011,Kharif,Onion,2757.0,39563
Andhra Pradesh,ANANTAPUR,2011,Kharif,Other Kharif pulses,3.0,1
Andhra Pradesh,ANANTAPUR,2011,Kharif,other oilseeds,50.0,1007
Andhra Pradesh,ANANTAPUR,2011,Kharif,Ragi,1574.0,2679
Andhra Pradesh,ANANTAPUR,2011,Kharif,Rice,37720.0,94531
Andhra Pradesh,ANANTAPUR,2011,Kharif,Small millets,1092.0,714
Andhra Pradesh,ANANTAPUR,2011,Kharif,Soyabean,1656.0,2676
Andhra Pradesh,ANANTAPUR,2011,Kharif,Urad,32.0,17
Andhra Pradesh,ANANTAPUR,2011,Rabi,Arhar/Tur,17.0,1
Andhra Pradesh,ANANTAPUR,2011,Rabi,Bajra,116.0,147
Andhra Pradesh,ANANTAPUR,2011,Rabi,Cowpea(Lobia),15.0,12
Andhra Pradesh,ANANTAPUR,2011,Rabi,Dry chillies,64.0,83
Andhra Pradesh,ANANTAPUR,2011,Rabi,Gram,68483.0,38008
Andhra Pradesh,ANANTAPUR,2011,Rabi,Groundnut,19876.0,32696
Andhra Pradesh,ANANTAPUR,2011,Rabi,Horse-gram,986.0,577
Andhra Pradesh,ANANTAPUR,2011,Rabi,Jowar,7907.0,3882
Andhra Pradesh,ANANTAPUR,2011,Rabi,Maize,6208.0,48168
Andhra Pradesh,ANANTAPUR,2011,Rabi,Moong(Green Gram),132.0,79
Andhra Pradesh,ANANTAPUR,2011,Rabi,Onion,208.0,4259
Andhra Pradesh,ANANTAPUR,2011,Rabi,Ragi,1695.0,3421
Andhra Pradesh,ANANTAPUR,2011,Rabi,Rice,10948.0,25542
Andhra Pradesh,ANANTAPUR,2011,Rabi,Safflower,84.0,63
Andhra Pradesh,ANANTAPUR,2011,Rabi,Small millets,10.0,7
Andhra Pradesh,ANANTAPUR,2011,Rabi,Urad,446.0,313
Andhra Pradesh,ANANTAPUR,2011,Rabi,Wheat,75.0,100
Andhra Pradesh,ANANTAPUR,2011,Whole Year,Arecanut,541.0,267
Andhra Pradesh,ANANTAPUR,2011,Whole Year,Banana,8000.0,505176
Andhra Pradesh,ANANTAPUR,2011,Whole Year,Coconut,895.0,7165320
Andhra Pradesh,ANANTAPUR,2011,Whole Year,Coriander,2399.0,1327
Andhra Pradesh,ANANTAPUR,2011,Whole Year,Potato,18.0,181
Andhra Pradesh,ANANTAPUR,2011,Whole Year,Sugarcane,410.0,39186
Andhra Pradesh,ANANTAPUR,2011,Whole Year,Sunflower,13277.0,12094
Andhra Pradesh,ANANTAPUR,2011,Whole Year,Sweet potato,2.0,26
Andhra Pradesh,ANANTAPUR,2011,Whole Year,Tobacco,140.0,226
Andhra Pradesh,ANANTAPUR,2011,Whole Year,Turmeric,321.0,2645
Andhra Pradesh,ANANTAPUR,2012,Kharif,Arecanut,558.0,302
Andhra Pradesh,ANANTAPUR,2012,Kharif,Arhar/Tur,56586.0,8035
Andhra Pradesh,ANANTAPUR,2012,Kharif,Bajra,2176.0,1456
Andhra Pradesh,ANANTAPUR,2012,Kharif,Brinjal,451.0,8211
Andhra Pradesh,ANANTAPUR,2012,Kharif,Castor seed,24154.0,9179
Andhra Pradesh,ANANTAPUR,2012,Kharif,Coriander,2.0,1
Andhra Pradesh,ANANTAPUR,2012,Kharif,Cotton(lint),27566.0,35511
Andhra Pradesh,ANANTAPUR,2012,Kharif,Cowpea(Lobia),586.0,36
Andhra Pradesh,ANANTAPUR,2012,Kharif,Dry chillies,2736.0,5603
Andhra Pradesh,ANANTAPUR,2012,Kharif,Grapes,238.0,7606
Andhra Pradesh,ANANTAPUR,2012,Kharif,Groundnut,708708.0,295531
Andhra Pradesh,ANANTAPUR,2012,Kharif,Horse-gram,848.0,589
Andhra Pradesh,ANANTAPUR,2012,Kharif,Jowar,7599.0,6930
Andhra Pradesh,ANANTAPUR,2012,Kharif,Lemon,422.0,3752
Andhra Pradesh,ANANTAPUR,2012,Kharif,Linseed,7.0,3
Andhra Pradesh,ANANTAPUR,2012,Kharif,Maize,22039.0,63516
Andhra Pradesh,ANANTAPUR,2012,Kharif,Mango,6276.0,57601
Andhra Pradesh,ANANTAPUR,2012,Kharif,Moong(Green Gram),481.0,266
Andhra Pradesh,ANANTAPUR,2012,Kharif,Onion,1548.0,25393
Andhra Pradesh,ANANTAPUR,2012,Kharif,Papaya,447.0,17197
Andhra Pradesh,ANANTAPUR,2012,Kharif,Pome Granet,1279.0,17671
Andhra Pradesh,ANANTAPUR,2012,Kharif,Ragi,1589.0,2336
Andhra Pradesh,ANANTAPUR,2012,Kharif,Rice,22056.0,58691
Andhra Pradesh,ANANTAPUR,2012,Kharif,Sapota,2106.0,41876
Andhra Pradesh,ANANTAPUR,2012,Kharif,Small millets,1343.0,1613
Andhra Pradesh,ANANTAPUR,2012,Kharif,Soyabean,919.0,1671
Andhra Pradesh,ANANTAPUR,2012,Kharif,Sugarcane,76.0,6954
Andhra Pradesh,ANANTAPUR,2012,Kharif,Sunflower,6121.0,5197
Andhra Pradesh,ANANTAPUR,2012,Kharif,Tobacco,10.0,14
Andhra Pradesh,ANANTAPUR,2012,Kharif,Tomato,2552.0,38561
Andhra Pradesh,ANANTAPUR,2012,Kharif,Turmeric,65.0,728
Andhra Pradesh,ANANTAPUR,2012,Kharif,Urad,31.0,29
Andhra Pradesh,ANANTAPUR,2012,Rabi,Bajra,20.0,13
Andhra Pradesh,ANANTAPUR,2012,Rabi,Brinjal,251.0,4570
Andhra Pradesh,ANANTAPUR,2012,Rabi,Castor seed,232.0,88
Andhra Pradesh,ANANTAPUR,2012,Rabi,Coriander,2606.0,1631
Andhra Pradesh,ANANTAPUR,2012,Rabi,Cotton(lint),77.0,99
Andhra Pradesh,ANANTAPUR,2012,Rabi,Cowpea(Lobia),81.0,74
Andhra Pradesh,ANANTAPUR,2012,Rabi,Dry chillies,70.0,159
Andhra Pradesh,ANANTAPUR,2012,Rabi,Gram,89676.0,77301
Andhra Pradesh,ANANTAPUR,2012,Rabi,Groundnut,20987.0,34419
Andhra Pradesh,ANANTAPUR,2012,Rabi,Horse-gram,1997.0,1322
Andhra Pradesh,ANANTAPUR,2012,Rabi,Jowar,5795.0,3141
Andhra Pradesh,ANANTAPUR,2012,Rabi,Maize,7070.0,50098
Andhra Pradesh,ANANTAPUR,2012,Rabi,Moong(Green Gram),117.0,79
Andhra Pradesh,ANANTAPUR,2012,Rabi,Onion,84.0,1195
Andhra Pradesh,ANANTAPUR,2012,Rabi,Potato,36.0,634
Andhra Pradesh,ANANTAPUR,2012,Rabi,Ragi,823.0,1227
Andhra Pradesh,ANANTAPUR,2012,Rabi,Rice,6998.0,17768
Andhra Pradesh,ANANTAPUR,2012,Rabi,Safflower,20.0,33
Andhra Pradesh,ANANTAPUR,2012,Rabi,Small millets,15.0,18
Andhra Pradesh,ANANTAPUR,2012,Rabi,Sunflower,4459.0,1904
Andhra Pradesh,ANANTAPUR,2012,Rabi,Sweet potato,7.0,67
Andhra Pradesh,ANANTAPUR,2012,Rabi,Tobacco,115.0,178
Andhra Pradesh,ANANTAPUR,2012,Rabi,Tomato,1395.0,31096
Andhra Pradesh,ANANTAPUR,2012,Rabi,Urad,153.0,156
Andhra Pradesh,ANANTAPUR,2012,Rabi,Wheat,134.0,151
Andhra Pradesh,ANANTAPUR,2012,Whole Year,Coconut,646.0,5571000
Andhra Pradesh,ANANTAPUR,2013,Kharif,Arecanut,453.0,186
Andhra Pradesh,ANANTAPUR,2013,Kharif,Arhar/Tur,49932.0,9287
Andhra Pradesh,ANANTAPUR,2013,Kharif,Bajra,1332.0,1227
Andhra Pradesh,ANANTAPUR,2013,Kharif,Brinjal,407.0,8624
Andhra Pradesh,ANANTAPUR,2013,Kharif,Cabbage,2.0,38
Andhra Pradesh,ANANTAPUR,2013,Kharif,Cashewnut,9.0,3
Andhra Pradesh,ANANTAPUR,2013,Kharif,Castor seed,11416.0,5366
Andhra Pradesh,ANANTAPUR,2013,Kharif,Cotton(lint),37661.0,77316
Andhra Pradesh,ANANTAPUR,2013,Kharif,Cowpea(Lobia),527.0,253
Andhra Pradesh,ANANTAPUR,2013,Kharif,Dry chillies,2647.0,3965
Andhra Pradesh,ANANTAPUR,2013,Kharif,Grapes,247.0,5644
Andhra Pradesh,ANANTAPUR,2013,Kharif,Groundnut,711145.0,286591
Andhra Pradesh,ANANTAPUR,2013,Kharif,Horse-gram,2317.0,1353
Andhra Pradesh,ANANTAPUR,2013,Kharif,Jowar,14486.0,9749
Andhra Pradesh,ANANTAPUR,2013,Kharif,Lemon,391.0,2003
Andhra Pradesh,ANANTAPUR,2013,Kharif,Linseed,7.0,3
Andhra Pradesh,ANANTAPUR,2013,Kharif,Maize,27087.0,53226
Andhra Pradesh,ANANTAPUR,2013,Kharif,Mango,8711.0,74653
Andhra Pradesh,ANANTAPUR,2013,Kharif,Moong(Green Gram),481.0,534
Andhra Pradesh,ANANTAPUR,2013,Kharif,Onion,1414.0,31097
Andhra Pradesh,ANANTAPUR,2013,Kharif,Other Kharif pulses,62.0,18
Andhra Pradesh,ANANTAPUR,2013,Kharif,other oilseeds,13865.0,9431
Andhra Pradesh,ANANTAPUR,2013,Kharif,Papaya,230.0,22418
Andhra Pradesh,ANANTAPUR,2013,Kharif,Pome Granet,1450.0,23722
Andhra Pradesh,ANANTAPUR,2013,Kharif,Ragi,2055.0,3163
Andhra Pradesh,ANANTAPUR,2013,Kharif,Rice,28114.0,59377
Andhra Pradesh,ANANTAPUR,2013,Kharif,Sapota,2181.0,20517
Andhra Pradesh,ANANTAPUR,2013,Kharif,Small millets,935.0,856
Andhra Pradesh,ANANTAPUR,2013,Kharif,Soyabean,2401.0,3866
Andhra Pradesh,ANANTAPUR,2013,Kharif,Sugarcane,281.0,26505
Andhra Pradesh,ANANTAPUR,2013,Kharif,Sunflower,8109.0,6698
Andhra Pradesh,ANANTAPUR,2013,Kharif,Tobacco,6.0,11
Andhra Pradesh,ANANTAPUR,2013,Kharif,Tomato,2991.0,88620
Andhra Pradesh,ANANTAPUR,2013,Kharif,Turmeric,46.0,567
Andhra Pradesh,ANANTAPUR,2013,Kharif,Urad,48.0,45
Andhra Pradesh,ANANTAPUR,2013,Rabi,Bajra,17.0,16
Andhra Pradesh,ANANTAPUR,2013,Rabi,Brinjal,356.0,7543
Andhra Pradesh,ANANTAPUR,2013,Rabi,Cabbage,11.0,207
Andhra Pradesh,ANANTAPUR,2013,Rabi,Castor seed,31.0,15
Andhra Pradesh,ANANTAPUR,2013,Rabi,Coriander,1971.0,1234
Andhra Pradesh,ANANTAPUR,2013,Rabi,Cotton(lint),62.0,127
Andhra Pradesh,ANANTAPUR,2013,Rabi,Cowpea(Lobia),32.0,26
Andhra Pradesh,ANANTAPUR,2013,Rabi,Dry chillies,27.0,54
Andhra Pradesh,ANANTAPUR,2013,Rabi,Gram,85768.0,68614
Andhra Pradesh,ANANTAPUR,2013,Rabi,Groundnut,17303.0,26335
Andhra Pradesh,ANANTAPUR,2013,Rabi,Horse-gram,2510.0,1416
Andhra Pradesh,ANANTAPUR,2013,Rabi,Jowar,6605.0,3137
Andhra Pradesh,ANANTAPUR,2013,Rabi,Maize,7777.0,57970
Andhra Pradesh,ANANTAPUR,2013,Rabi,Moong(Green Gram),129.0,81
Andhra Pradesh,ANANTAPUR,2013,Rabi,Onion,611.0,14317
Andhra Pradesh,ANANTAPUR,2013,Rabi,Other Kharif pulses,5.0,6
Andhra Pradesh,ANANTAPUR,2013,Rabi,Ragi,822.0,1462
Andhra Pradesh,ANANTAPUR,2013,Rabi,Rice,12283.0,28558
Andhra Pradesh,ANANTAPUR,2013,Rabi,Safflower,58.0,41
Andhra Pradesh,ANANTAPUR,2013,Rabi,Small millets,11.0,10
Andhra Pradesh,ANANTAPUR,2013,Rabi,Sunflower,5911.0,2879
Andhra Pradesh,ANANTAPUR,2013,Rabi,Sweet potato,1.0,9
Andhra Pradesh,ANANTAPUR,2013,Rabi,Tobacco,183.0,309
Andhra Pradesh,ANANTAPUR,2013,Rabi,Tomato,3482.0,80532
Andhra Pradesh,ANANTAPUR,2013,Rabi,Urad,4.0,3
Andhra Pradesh,ANANTAPUR,2013,Rabi,Wheat,62.0,39
Andhra Pradesh,ANANTAPUR,2013,Whole Year,Banana,8661.0,483881
Andhra Pradesh,ANANTAPUR,2013,Whole Year,Cashewnut,9.0,3
Andhra Pradesh,ANANTAPUR,2013,Whole Year,Castor seed,11447.0,5381
Andhra Pradesh,ANANTAPUR,2013,Whole Year,Coconut,552.0,3969000
Andhra Pradesh,ANANTAPUR,2013,Whole Year,Coriander,1971.0,1234
Andhra Pradesh,ANANTAPUR,2013,Whole Year,Linseed,7.0,3
Andhra Pradesh,ANANTAPUR,2013,Whole Year,Potato,82.0,1179
Andhra Pradesh,ANANTAPUR,2013,Whole Year,Safflower,58.0,41
Andhra Pradesh,ANANTAPUR,2013,Whole Year,Sweet potato,1.0,9
Andhra Pradesh,ANANTAPUR,2013,Whole Year,Wheat,62.0,39
Andhra Pradesh,ANANTAPUR,2014,Kharif,Arhar/Tur,37562.0,4845
Andhra Pradesh,ANANTAPUR,2014,Kharif,Bajra,1752.0,1028
Andhra Pradesh,ANANTAPUR,2014,Kharif,Brinjal,320.0,7596
Andhra Pradesh,ANANTAPUR,2014,Kharif,Cabbage,10.0,123
Andhra Pradesh,ANANTAPUR,2014,Kharif,Cashewnut,19.0,7
Andhra Pradesh,ANANTAPUR,2014,Kharif,Castor seed,10320.0,5903
Andhra Pradesh,ANANTAPUR,2014,Kharif,Coriander,162.0,84
Andhra Pradesh,ANANTAPUR,2014,Kharif,Cotton(lint),73734.0,103779
Andhra Pradesh,ANANTAPUR,2014,Kharif,Cowpea(Lobia),982.0,410
Andhra Pradesh,ANANTAPUR,2014,Kharif,Dry chillies,2799.0,11848
Andhra Pradesh,ANANTAPUR,2014,Kharif,Grapes,309.0,6886
Andhra Pradesh,ANANTAPUR,2014,Kharif,Groundnut,550794.0,148714
Andhra Pradesh,ANANTAPUR,2014,Kharif,Horse-gram,3692.0,1658
Andhra Pradesh,ANANTAPUR,2014,Kharif,Jowar,13189.0,4234
Andhra Pradesh,ANANTAPUR,2014,Kharif,Lemon,416.0,3618
Andhra Pradesh,ANANTAPUR,2014,Kharif,Maize,16839.0,42687
Andhra Pradesh,ANANTAPUR,2014,Kharif,Mango,11278.0,70939
Andhra Pradesh,ANANTAPUR,2014,Kharif,Mesta,15.0,106
Andhra Pradesh,ANANTAPUR,2014,Kharif,Moong(Green Gram),2428.0,2994
Andhra Pradesh,ANANTAPUR,2014,Kharif,Onion,1969.0,35214
Andhra Pradesh,ANANTAPUR,2014,Kharif,Other Kharif pulses,25.0,2
Andhra Pradesh,ANANTAPUR,2014,Kharif,other oilseeds,31.0,49
Andhra Pradesh,ANANTAPUR,2014,Kharif,Papaya,374.0,29443
Andhra Pradesh,ANANTAPUR,2014,Kharif,Pome Granet,1572.0,16416
Andhra Pradesh,ANANTAPUR,2014,Kharif,Potato,15.0,281
Andhra Pradesh,ANANTAPUR,2014,Kharif,Ragi,1136.0,1713
Andhra Pradesh,ANANTAPUR,2014,Kharif,Rice,22658.0,68155
Andhra Pradesh,ANANTAPUR,2014,Kharif,Sapota,2151.0,19520
Andhra Pradesh,ANANTAPUR,2014,Kharif,Small millets,691.0,606
Andhra Pradesh,ANANTAPUR,2014,Kharif,Soyabean,44.0,50
Andhra Pradesh,ANANTAPUR,2014,Kharif,Sugarcane,30.0,2456
Andhra Pradesh,ANANTAPUR,2014,Kharif,Sunflower,5066.0,1180
Andhra Pradesh,ANANTAPUR,2014,Kharif,Tobacco,15.0,43
Andhra Pradesh,ANANTAPUR,2014,Kharif,Tomato,3976.0,113236
Andhra Pradesh,ANANTAPUR,2014,Kharif,Turmeric,19.0,223
Andhra Pradesh,ANANTAPUR,2014,Kharif,Urad,188.0,249
Andhra Pradesh,ANANTAPUR,2014,Rabi,Bajra,47.0,28
Andhra Pradesh,ANANTAPUR,2014,Rabi,Brinjal,468.0,11108
Andhra Pradesh,ANANTAPUR,2014,Rabi,Cabbage,2.0,25
Andhra Pradesh,ANANTAPUR,2014,Rabi,Castor seed,229.0,131
Andhra Pradesh,ANANTAPUR,2014,Rabi,Coriander,8223.0,4251
Andhra Pradesh,ANANTAPUR,2014,Rabi,Cotton(lint),884.0,1244
Andhra Pradesh,ANANTAPUR,2014,Rabi,Cowpea(Lobia),234.0,263
Andhra Pradesh,ANANTAPUR,2014,Rabi,Dry chillies,124.0,387
Andhra Pradesh,ANANTAPUR,2014,Rabi,Gram,68092.0,38676
Andhra Pradesh,ANANTAPUR,2014,Rabi,Groundnut,14957.0,24679
Andhra Pradesh,ANANTAPUR,2014,Rabi,Horse-gram,8079.0,3700
Andhra Pradesh,ANANTAPUR,2014,Rabi,Jowar,5263.0,1368
Andhra Pradesh,ANANTAPUR,2014,Rabi,Maize,4474.0,31618
Andhra Pradesh,ANANTAPUR,2014,Rabi,Moong(Green Gram),586.0,481
Andhra Pradesh,ANANTAPUR,2014,Rabi,Onion,297.0,6767
Andhra Pradesh,ANANTAPUR,2014,Rabi,Other  Rabi pulses,2.0,2
Andhra Pradesh,ANANTAPUR,2014,Rabi,Potato,77.0,1442
Andhra Pradesh,ANANTAPUR,2014,Rabi,Ragi,734.0,1122
Andhra Pradesh,ANANTAPUR,2014,Rabi,Rice,6553.0,14377
Andhra Pradesh,ANANTAPUR,2014,Rabi,Safflower,310.0,87
Andhra Pradesh,ANANTAPUR,2014,Rabi,Small millets,47.0,41
Andhra Pradesh,ANANTAPUR,2014,Rabi,Sunflower,3386.0,1642
Andhra Pradesh,ANANTAPUR,2014,Rabi,Sweet potato,4.0,44
Andhra Pradesh,ANANTAPUR,2014,Rabi,Tobacco,341.0,635
Andhra Pradesh,ANANTAPUR,2014,Rabi,Tomato,4191.0,87055
Andhra Pradesh,ANANTAPUR,2014,Rabi,Urad,42.0,61
Andhra Pradesh,ANANTAPUR,2014,Whole Year,Coconut,687.0,5756000
Andhra Pradesh,ANANTAPUR,2014,Whole Year,Rice,29211.0,82532
Andhra Pradesh,CHITTOOR,1997,Kharif,Arhar/Tur,6100.0,900
Andhra Pradesh,CHITTOOR,1997,Kharif,Bajra,1700.0,1900
Andhra Pradesh,CHITTOOR,1997,Kharif,Dry chillies,600.0,800
Andhra Pradesh,CHITTOOR,1997,Kharif,Groundnut,234900.0,144200
Andhra Pradesh,CHITTOOR,1997,Kharif,Horse-gram,3100.0,2000
Andhra Pradesh,CHITTOOR,1997,Kharif,Jowar,2400.0,1500
Andhra Pradesh,CHITTOOR,1997,Kharif,Maize,100.0,300
Andhra Pradesh,CHITTOOR,1997,Kharif,Moong(Green Gram),200.0,100
